question,state,year,applies to,response,citations,cautions
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",HI,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",AK,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",OR,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",WA,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",CA,1991,All,Yes,Cal. Penal Code § 12028.5(b),
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NV,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",ID,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",UT,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",AZ,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MT,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",WY,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NM,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",CO,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",ND,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",SD,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NE,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",TX,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",KS,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",OK,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MN,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",IA,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",LA,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",AR,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MO,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MS,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",WI,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",IL,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",AL,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",TN,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",IN,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",KY,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MI,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",GA,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",OH,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",FL,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",WV,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",SC,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NC,1991,initial,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",PA,1991,All,N/A,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",VA,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MD,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",DC,1991,initial,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NY,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",DE,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NJ,1991,All,Yes,N.J. Stat. § 2C:25-21(d)(1)(b),
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",CT,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",VT,1991,initial,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NH,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MA,1991,All,No,,"State law does not affirmatively require or allow law enforcement to seize a firearm at the scene of a domestic violence incident, but a law enforcement officer can ""use all reasonable means to prevent further abuse"" when the officer has reason to believe that a family or household member has been abused or is in danger of being abused. Mass. Gen. Laws ch. 209A, § 6"
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",RI,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",ME,1991,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",HI,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",AK,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",OR,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",WA,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",CA,1992,All,Yes,Cal. Penal Code § 12028.5(b),
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NV,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",ID,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",UT,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",AZ,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",MT,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",WY,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NM,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",CO,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",ND,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",SD,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",NE,1992,All,No,,
"In states that do not require law enforcement to remove firearms from the scene of a domestic violence incident, does state law explicitly allow law enforcement to do so?",TX,1992,All,No,,
