question,state,year,applies to,response,citations,cautions
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,HI,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,AK,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,OR,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,WA,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,CA,1991,Possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NV,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,ID,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,UT,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,AZ,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MT,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,WY,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NM,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,CO,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,ND,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,SD,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NE,1991,Possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,TX,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,KS,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,OK,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MN,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,IA,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,LA,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,AR,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MO,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MS,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,WI,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,IL,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,AL,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,TN,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,IN,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,KY,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MI,1991,Possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,GA,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,OH,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,FL,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,WV,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,SC,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NC,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,PA,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,VA,1991,Possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MD,1991,Handgun possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MD,1991,Long gun possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,DC,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NY,1991,Handgun possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NY,1991,Long gun possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,DE,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NJ,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,CT,1991,Handgun possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,CT,1991,Long gun possession,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,VT,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,NH,1991,All,N/A,,
Does state law require all people under final domestic violence restraining orders to turn in their firearms when they become prohibited from having them?,MA,1991,Handgun possession,N/A,,
