question,state,year,applies to,response,citations,cautions
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",HI,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",HI,2019,Purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AK,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",OR,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WA,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",CA,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NV,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",ID,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",UT,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",UT,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AZ,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MT,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WY,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NM,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",CO,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",ND,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",SD,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NE,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NE,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",TX,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",KS,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",OK,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MN,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IA,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IA,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",LA,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AR,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MO,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MS,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WI,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IL,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AL,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AL,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",TN,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IN,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",KY,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MI,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MI,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",GA,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",OH,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",FL,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WV,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",SC,2003,Handgun possession,1,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",SC,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NC,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NC,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",PA,1994,Handgun possession,N/A,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",PA,1994,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",VA,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MD,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",DC,1991,All,1,D.C. Code § 6-2313(a),"To obtain a firearms registration certificate a person must show that he or she: Within the 5 years immediately preceding the application, has not had a history of violent behavior; Does not appear to suffer from a physical defect which would tend to indicate that the applicant would not be able to possess and use a firearm safely and responsibly; Has not been adjudicated negligent in a firearm mishap causing death or serious injury to another human being; Has vision better than or equal to that required to obtain a valid driver's license under the laws of the District of Columbia."
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NY,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NY,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",DE,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NJ,2003,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NJ,2012,Purchase,1,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",CT,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",CT,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",VT,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NH,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MA,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MA,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",RI,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",ME,1991,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",HI,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",HI,2019,Purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AK,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",OR,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WA,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",CA,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NV,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",ID,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",UT,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",UT,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AZ,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MT,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WY,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NM,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",CO,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",ND,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",SD,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NE,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NE,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",TX,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",KS,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",OK,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MN,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IA,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IA,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",LA,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AR,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MO,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MS,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WI,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IL,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AL,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",AL,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",TN,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",IN,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",KY,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MI,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MI,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",GA,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",OH,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",FL,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",WV,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",SC,2003,Handgun possession,1,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",SC,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NC,2019,Handgun purchase,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NC,2019,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",PA,1994,Handgun possession,N/A,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",PA,1994,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",VA,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",MD,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",DC,1992,All,1,D.C. Code § 6-2313(a),"To obtain a firearms registration certificate a person must show that he or she: Within the 5 years immediately preceding the application, has not had a history of violent behavior; Does not appear to suffer from a physical defect which would tend to indicate that the applicant would not be able to possess and use a firearm safely and responsibly; Has not been adjudicated negligent in a firearm mishap causing death or serious injury to another human being; Has vision better than or equal to that required to obtain a valid driver's license under the laws of the District of Columbia."
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NY,2019,Handgun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NY,2019,Long gun possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",DE,1992,All,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NJ,2003,Possession,0,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",NJ,2012,Purchase,1,,
"Other than for criminal history, mental illness, drug and alcohol abuse, and restraining orders, does state law prohibit any other people from having firearms?",CT,2019,Handgun possession,0,,
