question,state,year,applies to,response,citations,cautions
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",HI,1991,All,All Firearms,"Haw. Rev. Stat. §§134-1, 134-2(a)",
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",AK,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",OR,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",WA,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",CA,1991,All,All Firearms,"Cal. Penal Code §§ 12072, 12076",
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",NV,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",ID,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",UT,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",AZ,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",MT,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",WY,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",NM,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",CO,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",ND,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",SD,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",NE,1991,All,Only Handguns,Neb. Rev. Stat. §§ 69-2403,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",TX,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",KS,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",OK,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",MN,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",IA,1991,All,Only Handguns,Iowa Code § 724.15,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",LA,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",AR,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",MO,1991,All,Only Handguns,§ 571.090 R.S.Mo.,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",MS,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",WI,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",IL,1991,All,All Firearms,"Ill. Rev. Stat., Ch. 38, para. 83-2; Ill. Rev. Stat., Ch. Ch.38, para. 83-3",
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",AL,1991,All,N/A,,
"Is a criminal background check required for the sale of all firearms, or only the sale of all handguns?",TN,1991,All,N/A,,
