question,state,year,applies to,response,citations,cautions
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",HI,1991,All,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",AK,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",OR,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",WA,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",CA,1991,All,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",NV,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",ID,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",UT,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",AZ,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",MT,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",WY,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",NM,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",CO,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",ND,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",SD,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",NE,2019,Handguns,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",NE,2019,Long Guns,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",TX,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",KS,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",OK,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",MN,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",IA,2019,Handguns,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",IA,2019,Long Guns,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",LA,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",AR,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",MO,2006,Handguns,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",MO,2019,Long Guns,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",MS,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",WI,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",IL,1991,All,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",AL,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",TN,1997,Handguns,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",TN,1993,Handguns,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",TN,2019,Long Guns,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",IN,1997,Handguns,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",IN,2019,Long Guns,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",KY,1991,All,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",MI,2019,Handguns,N/A,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",MI,2019,Long Guns,No,,
"For states that don’t require background checks for all sales by unlicensed sellers, are background checks required for unlicensed sellers doing business at gun shows?",GA,1991,All,No,,
