question,state,year,applies to,response,citations,cautions
Must the parties wait a certain period of time after the background check before completing the firearm sale?,HI,1991,All,Yes,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,AK,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,OR,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,WA,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,CA,1991,All,Yes,Cal. Penal Code § 12072,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NV,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,ID,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,UT,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,AZ,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MT,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,WY,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NM,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,CO,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,ND,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,SD,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NE,2019,Handguns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NE,2019,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,TX,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,KS,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,OK,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MN,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,IA,2019,Handguns,Yes,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,IA,2019,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,LA,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,AR,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MO,2006,Handguns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MO,2006,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MS,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,WI,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,IL,1991,All,Yes,"Ill. Rev. Stat., Ch. 38, para. 24-3",
Must the parties wait a certain period of time after the background check before completing the firearm sale?,AL,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,TN,1993,Handguns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,TN,1997,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,IN,1997,Handguns,Yes,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,IN,2019,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,KY,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MI,2019,Handguns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MI,2019,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,GA,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,OH,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,FL,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,WV,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,SC,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NC,2019,Handguns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NC,2019,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,PA,1994,Handguns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,PA,2019,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,VA,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MD,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,DC,1991,All,Yes,D.C. Code § 22-3208,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NY,2019,Handguns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NY,2012,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,DE,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NJ,2017,Handguns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NJ,2019,Long Guns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,CT,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,VT,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NH,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MA,1991,All,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,RI,1991,All,Yes,R.I. Gen. Laws § 11-47-35(a)(1); R.I. Gen. Laws § 11-47-35.2(a),
Must the parties wait a certain period of time after the background check before completing the firearm sale?,ME,1991,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,HI,1992,All,Yes,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,AK,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,OR,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,WA,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,CA,1992,All,Yes,Cal. Penal Code § 12072,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NV,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,ID,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,UT,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,AZ,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MT,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,WY,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NM,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,CO,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,ND,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,SD,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NE,2019,Handguns,No,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,NE,2019,Long Guns,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,TX,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,KS,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,OK,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,MN,1992,All,N/A,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,IA,2019,Handguns,Yes,,
Must the parties wait a certain period of time after the background check before completing the firearm sale?,IA,2019,Long Guns,N/A,,
