question,state,year,applies to,response,citations,cautions
What are the penalties for a seller who fails to follow with the background check law?,HI,1991,All,"Violations of the background check requirement is a misdemeanor, which is punishable by imprisonment for up to one year.","Haw. Rev. Stat. § 134-17(a), 701-107(3)",
What are the penalties for a seller who fails to follow with the background check law?,AK,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,OR,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,WA,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,CA,1991,All,"Handguns: Violations of the provisions relating to firearms transfers punishable with up to a $1,000 fine and 1 year in a county jail.

Long guns: Violations of the provisions relating to firearms transfers punishable with up to to $1,000 fine and 6 months in a county jail.",Cal. Penal Code § 12072,Failure to transfer a firearm through a licensed dealer is a misdemeanor and may also be punished by a fine of up to $1000.
What are the penalties for a seller who fails to follow with the background check law?,NV,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,ID,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,UT,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,AZ,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,MT,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,WY,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,NM,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,CO,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,ND,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,SD,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,NE,2019,Handguns,"A violation of the background check requirements is a Class I misdemeanor punishable by up to one year imprisonment or a fine up to $1,000, or both. As a part of the judgment of conviction, the court may order the confiscation of the handgun.","Neb. Rev. Stat. §§ 69-2408, 28-106(1)",
What are the penalties for a seller who fails to follow with the background check law?,NE,2019,Long Guns,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,TX,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,KS,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,OK,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,MN,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,IA,1993,Handguns,"1. Transferring a handgun to someone without a valid annual permit is a simple misdemeanor.

2. Transferring a handgun to a person that the transferor knows to be prohibited from acquiring firearms is a Class D felony.","Iowa Code §§ 724.16(1), (2), 903.1(2)",
What are the penalties for a seller who fails to follow with the background check law?,IA,2019,Long Guns,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,LA,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,AR,1991,All,N/A,,
What are the penalties for a seller who fails to follow with the background check law?,MO,2006,Handguns,Transfer of concealable firearms without a permit is a class A misdemeanor.,§ 571.080(4) R.S.Mo.,
