question,state,year,applies to,response,citations,cautions
What are the penalties for a buyer who fails to follow the background check law?,HI,1991,All,"Violations of the background check requirement is a misdemeanor, which is punishable by imprisonment for up to one year.","Haw. Rev. Stat. § 134-17(a), 701-107(3)",
What are the penalties for a buyer who fails to follow the background check law?,AK,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,OR,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,WA,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,CA,1991,All,"Handguns: Violations of the provisions relating to firearms transfers punishable with up to a $1,000 fine and 1 year in a county jail.

Long guns: Violations of the provisions relating to firearms transfers punishable with up to to $1,000 fine and 6 months in a county jail.",Cal. Penal Code § 12072,Failure to transfer a firearm through a licensed dealer is a misdemeanor and may also be punished by a fine of up to $1000.
What are the penalties for a buyer who fails to follow the background check law?,NV,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,ID,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,UT,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,AZ,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,MT,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,WY,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,NM,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,CO,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,ND,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,SD,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,NE,2019,Handguns,"A violation of the background check requirements is a Class I misdemeanor punishable by up to one year imprisonment or a fine up to $1,000, or both. As a part of the judgment of conviction, the court may order the confiscation of the handgun.","Neb. Rev. Stat. §§ 69-2408, 28-106(1)",
What are the penalties for a buyer who fails to follow the background check law?,NE,2019,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,TX,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,KS,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,OK,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,MN,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,IA,1993,Handguns,Simple misdemeanor,Iowa Code § 724.16(1),
What are the penalties for a buyer who fails to follow the background check law?,IA,2019,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,LA,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,AR,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,MO,2006,Handguns,Transfer of concealable firearms without a permit is a class A misdemeanor.,§ 571.080(4) R.S.Mo.,
What are the penalties for a buyer who fails to follow the background check law?,MO,2006,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,MS,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,WI,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,IL,1991,All,"Acquiring a firearm without having a FOIC is a Class A misdemeanors. 430 ILCS 65/2(a)(1), 430 ILCS 65/14.","Ill. Rev. Stat., Ch. 38, para. 83-2; Ill. Rev. Stat., Ch. 38, para. 83-14",
What are the penalties for a buyer who fails to follow the background check law?,AL,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,TN,1993,Handguns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,TN,1997,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,IN,1997,Handguns,A violation of the background check requirements is a Class B misdemeanor.,Ind. Code § 35-47-2-23(a),
What are the penalties for a buyer who fails to follow the background check law?,IN,2019,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,KY,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,MI,2007,Handguns,"Obtaining a pistol without complyling with the background check requirements is a misdemeanor, punishable by imprisonment for not more than 90 days or a fine of not more than $100, or both.",MCLS § 750.232a,
What are the penalties for a buyer who fails to follow the background check law?,MI,2019,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,GA,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,OH,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,FL,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,WV,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,SC,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,NC,1994,Handguns,"Failure to obtain a permit prior to receiving a handgun, which is a misdemeanor, and upon conviction thereof shall be fined not less than $50.00 nor more than two hundred dollars $200.00, or imprisoned not less than 30 days nor more than six months, or both, in the discretion of the court.",N.C. Gen. Stat. § 14-402(a),
What are the penalties for a buyer who fails to follow the background check law?,NC,2019,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,PA,1994,Handguns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,PA,2019,Long Guns,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,VA,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,MD,1991,All,N/A,,
What are the penalties for a buyer who fails to follow the background check law?,DC,1991,All,"A person who violates code sections related to the background check requirement is subject to imprisonment of not more than one year, a $1,000 fine, or both.",D.C. Code § 6-2376,
