question,state,year,applies to,response,citations,cautions
Do any exceptions apply to the background check requirement?,HI,1991,All,Yes,,
Do any exceptions apply to the background check requirement?,AK,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,OR,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,WA,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,CA,1991,All,Yes,,
Do any exceptions apply to the background check requirement?,NV,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,ID,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,UT,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,AZ,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,MT,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,WY,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,NM,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,CO,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,ND,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,SD,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,NE,2019,Handguns,Yes,,
Do any exceptions apply to the background check requirement?,NE,2019,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,TX,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,KS,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,OK,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,MN,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,IA,2019,Handguns,Yes,,
Do any exceptions apply to the background check requirement?,IA,2019,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,LA,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,AR,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,MO,2006,Handguns,Yes,,
Do any exceptions apply to the background check requirement?,MO,2006,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,MS,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,WI,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,IL,1991,All,Yes,,
Do any exceptions apply to the background check requirement?,AL,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,TN,1993,Handguns,N/A,,
Do any exceptions apply to the background check requirement?,TN,1997,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,IN,1997,Handguns,No,,
Do any exceptions apply to the background check requirement?,IN,2019,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,KY,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,MI,2019,Handguns,Yes,,
Do any exceptions apply to the background check requirement?,MI,2019,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,GA,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,OH,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,FL,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,WV,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,SC,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,NC,2019,Handguns,Yes,,
Do any exceptions apply to the background check requirement?,NC,2019,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,PA,1994,Handguns,N/A,,
Do any exceptions apply to the background check requirement?,PA,2019,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,VA,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,MD,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,DC,1991,All,Yes,,
Do any exceptions apply to the background check requirement?,NY,2019,Handguns,Yes,,
Do any exceptions apply to the background check requirement?,NY,2012,Long Guns,N/A,,
Do any exceptions apply to the background check requirement?,DE,1991,All,N/A,,
Do any exceptions apply to the background check requirement?,NJ,2019,Handguns,Yes,,
