question,state,year,applies to,response,citations,cautions
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",HI,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",AK,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",OR,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",WA,1991,All,No,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",CA,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",NV,1991,All,No,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",ID,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",UT,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",AZ,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",MT,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",WY,1991,All,No,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",NM,1991,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",CO,1991,All,No,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",ND,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",SD,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",NE,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",TX,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",KS,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",OK,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",MN,1991,All,No,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",IA,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",LA,1991,All,No,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",AR,1991,All,N/A,,
"In states that do not disqualify people from getting concealed carry permits based on misdemeanor convictions that are not domestic violence-related, can law enforcement opt to deny concealed carry permits to these offenders?",MO,1991,All,N/A,,
