question,state,year,applies to,response,citations,cautions
What law enforcement agency or other official may issue concealed carry permits in the state?,HI,1991,All,Local police,Haw. Rev. Stat. § 134-9,
What law enforcement agency or other official may issue concealed carry permits in the state?,AK,1991,All,N/A,,
What law enforcement agency or other official may issue concealed carry permits in the state?,OR,1991,All,Local sheriff,Or. Rev. Stat. § 166.291,
What law enforcement agency or other official may issue concealed carry permits in the state?,WA,1991,All,Local police;Local sheriff;Judge,Wash. Rev. Code § 9.41.070,
What law enforcement agency or other official may issue concealed carry permits in the state?,CA,1991,All,Local police;;Local sheriff,Cal. Penal Code § 12050(a),
What law enforcement agency or other official may issue concealed carry permits in the state?,NV,1991,All,Local sheriff,Nev. Rev. Stat. § 202.350(4),
What law enforcement agency or other official may issue concealed carry permits in the state?,ID,1991,All,Local sheriff,Idaho Code § 18-3302,
What law enforcement agency or other official may issue concealed carry permits in the state?,UT,1991,All,Department of Public Safety,Utah Code § 76-10-513,
What law enforcement agency or other official may issue concealed carry permits in the state?,AZ,1991,All,N/A,,
What law enforcement agency or other official may issue concealed carry permits in the state?,MT,1991,All,Local sheriff,Mont. Code § 45-8-321,
What law enforcement agency or other official may issue concealed carry permits in the state?,WY,1991,All,Local sheriff,Wyo. Stat. § 6-8-104(b),
What law enforcement agency or other official may issue concealed carry permits in the state?,NM,1991,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
What law enforcement agency or other official may issue concealed carry permits in the state?,CO,1991,All,Local sheriff,Colo. Rev. Stat. § 18-12-105.1,
What law enforcement agency or other official may issue concealed carry permits in the state?,ND,1991,All,Other,N.D. Cent. Code § 62.1-04-03,North Dakota Chief of the bureau of criminal investigation.
What law enforcement agency or other official may issue concealed carry permits in the state?,SD,1991,All,Local police;;Local sheriff,S.D. Codified Laws § 23-7-7,
What law enforcement agency or other official may issue concealed carry permits in the state?,NE,1991,All,N/A,,
What law enforcement agency or other official may issue concealed carry permits in the state?,TX,1991,All,N/A,,
