question,state,year,applies to,response,citations,cautions
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,HI,1991,All,Yes,Haw. Rev. Stat. § 134-7(c); Haw. Rev. Stat. §134-9,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,AK,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,OR,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,WA,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,CA,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,NV,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,ID,1991,All,Yes,Idaho Code § 18-3302,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,UT,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,AZ,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,MT,1991,All,Yes,Mont. Code § 45-8-321,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,WY,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,NM,1991,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,CO,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,ND,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,SD,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,NE,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,TX,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,KS,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,OK,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,MN,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,IA,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,LA,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,AR,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,MO,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,MS,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,WI,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,IL,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,AL,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,TN,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,IN,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,KY,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,MI,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,GA,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,OH,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,FL,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,WV,1991,All,Yes,W. Va. Code § 61-7-4(a)(7),
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,SC,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,NC,1991,All,N/A,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,PA,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,VA,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,MD,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,DC,1991,All,No,,
Does state law disqualify people from getting concealed carry permits for any other reason related to mental illness?,NY,1991,All,Yes,N.Y. Penal Law § 400.00(1),
