question,state,year,applies to,response,citations,cautions
Does state law prohibit any people from having firearms based on immigration status?,HI,1997,Possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,HI,1997,Purchase,0,,
Does state law prohibit any people from having firearms based on immigration status?,AK,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,OR,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,WA,1991,All,1,Wash. Rev. Code § 9.41.170,"Until Wash. Rev. Code § 9.41.170 was repealed in 2009, a noncitizen was prohibited from possessing a firearm unless that noncitizen first obtained an alien firearm license. In 2011, a Washington court found that this former requirement violated the constitutional rights of noncitizens residing legally in the United States. Washington v. Ibrahim, 269 P.3d 292, 296-97 (Wash. Ct. App. 2011). The court reasoned that a law that treats a U.S. citizen differently from a legally residing alien violates that alien's right to due process. Id."
Does state law prohibit any people from having firearms based on immigration status?,CA,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,NV,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,ID,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,UT,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,AZ,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,MT,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,WY,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,NM,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,CO,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,ND,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,SD,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,NE,2019,Handgun purchase,1,,
Does state law prohibit any people from having firearms based on immigration status?,NE,2019,Possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,TX,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,KS,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,OK,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,MN,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,IA,2010,Handgun purchase,0,,
Does state law prohibit any people from having firearms based on immigration status?,IA,2019,Possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,LA,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,AR,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,MO,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,MS,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,WI,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,IL,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,AL,2019,Handgun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,AL,2019,Long gun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,TN,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,IN,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,KY,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,MI,2019,Handgun purchase,1,,
Does state law prohibit any people from having firearms based on immigration status?,MI,2019,Possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,GA,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,OH,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,FL,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,WV,1991,All,1,W. Va. Code § 61-7-7,
Does state law prohibit any people from having firearms based on immigration status?,SC,2007,Handgun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,SC,2007,Long gun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,NC,1994,Handgun purchase,0,,
Does state law prohibit any people from having firearms based on immigration status?,NC,2019,Possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,PA,1994,Handgun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,PA,1994,Long gun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,VA,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,MD,2019,Handgun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,MD,2019,Long gun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,DC,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,NY,2010,Handgun possession,1,,
Does state law prohibit any people from having firearms based on immigration status?,NY,2010,Long gun possession,1,,
Does state law prohibit any people from having firearms based on immigration status?,DE,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,NJ,1997,Possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,NJ,1997,Purchase,0,,
Does state law prohibit any people from having firearms based on immigration status?,CT,1993,Handgun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,CT,2019,Long gun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,VT,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,NH,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,MA,2014,Handgun possession,1,,
Does state law prohibit any people from having firearms based on immigration status?,MA,2014,Long gun possession,1,,
Does state law prohibit any people from having firearms based on immigration status?,RI,1995,Handgun possession,1,,
Does state law prohibit any people from having firearms based on immigration status?,RI,1995,Handgun purchase,1,,
Does state law prohibit any people from having firearms based on immigration status?,RI,1995,Long gun possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,RI,1995,Long gun purchase,1,,
Does state law prohibit any people from having firearms based on immigration status?,ME,1991,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,HI,1997,Possession,0,,
Does state law prohibit any people from having firearms based on immigration status?,HI,1997,Purchase,0,,
Does state law prohibit any people from having firearms based on immigration status?,AK,1992,All,0,,
Does state law prohibit any people from having firearms based on immigration status?,OR,1992,All,0,,
