question,state,year,applies to,response,citations,cautions
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,HI,1991,All,Yes,Haw. Rev. Stat. § 134-7,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,AK,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,OR,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,WA,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,CA,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,NV,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,ID,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,UT,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,AZ,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,MT,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,WY,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,NM,1991,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,CO,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,ND,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,SD,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,NE,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,TX,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,KS,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,OK,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,MN,1991,All,Yes,Minn. Stat. § 624.713,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,IA,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,LA,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,AR,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,MO,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,MS,1991,All,Yes,Miss. Code § 45-9-101(2)(e),
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,WI,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,IL,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,AL,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,TN,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,IN,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,KY,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,MI,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,GA,1991,All,No,,"The issuer may, but is not required, to deny a permit if the applicant has been hospitalized as an inpatient in any mental hospital or alcohol or drug treatment center within the five years preceding the application. The judge must consider the circumstances surrounding the hospitalization and the recommendation of the superintendent of the hospital or treatment center where the individual was a patient, in deciding whether to issue the permit."
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,OH,1991,All,N/A,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,FL,1991,All,Yes,Fla. Stat. § 790.06,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,WV,1991,All,No,,
Does state law disqualify any people recently treated for drug-related reasons from carrying concealed guns in public?,SC,1991,All,No,,
