question,state,year,applies to,response,citations,cautions
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,HI,1991,Possession,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,HI,1991,Purchase,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AK,1991,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AK,1991,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,OR,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,WA,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,CA,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NV,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,ID,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,UT,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AZ,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MT,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,WY,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NM,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,CO,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,ND,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,SD,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NE,1991,Handgun purchase,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NE,1991,Possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,TX,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,KS,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,OK,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MN,1991,Handgun possession,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MN,1991,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,IA,1991,Handgun purchase,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,IA,1991,Possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,LA,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AR,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MO,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MS,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,WI,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,IL,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AL,1991,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AL,1991,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,TN,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,IN,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,KY,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MI,1991,Handgun purchase,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MI,1991,Possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,GA,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,OH,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,FL,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,WV,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,SC,1991,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,SC,1991,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NC,1991,Handgun purchase,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NC,1991,Possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,PA,1991,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,PA,1991,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,VA,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MD,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,DC,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NY,1991,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NY,1991,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,DE,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NJ,1991,Possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NJ,1991,Purchase,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,CT,1991,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,CT,1991,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,VT,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NH,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MA,1991,Handgun possession,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MA,1991,Long gun possession,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,RI,1991,All,Yes,R.I. Gen. Laws § 11-47-6,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,ME,1991,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,HI,1992,Possession,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,HI,1992,Purchase,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AK,1992,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AK,1992,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,OR,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,WA,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,CA,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NV,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,ID,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,UT,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AZ,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MT,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,WY,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NM,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,CO,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,ND,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,SD,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NE,1992,Handgun purchase,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,NE,1992,Possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,TX,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,KS,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,OK,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MN,1992,Handgun possession,Yes,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MN,1992,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,IA,1992,Handgun purchase,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,IA,1992,Possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,LA,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AR,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MO,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,MS,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,WI,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,IL,1992,All,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AL,1992,Handgun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,AL,1992,Long gun possession,No,,
Does state law prohibit firearm possession based on recent treatment for drug-related reasons?,TN,1992,All,No,,
